movieID,countryID
5511,IT
5516,US
5528,CH
5528,FR
5528,DE
5544,JP
5544,FR
5548,US
5549,US
5550,US
5551,US
5559,US
5622,FR
5622,IT
5653,DE
5653,US
5683,US
5689,US
5693,US
5698,US
5708,AU
5708,GB
5708,US
5709,US
5718,US
5722,US
5723,IE
5757,US
5769,GB
5780,US
5781,ES
5781,FR
5801,IN
5820,US
5825,US
5842,JP
5846,JP
5851,AU
5851,US
5852,US
5854,US
5857,US
5876,US
5879,FR
5879,JP
5889,JP
5894,US
5902,GB
5902,US
5910,JP
5915,US
5916,US
5917,US
5919,US
5921,US
5923,US
5924,US
5925,US
5951,US
5955,US
5955,CH
5961,DE
5961,SE
5961,FR
5966,US
5967,DE
5967,FR
5968,US
5971,US
5994,US
5996,US
6003,IT
6003,GB
6007,NO
6016,CA
6016,FR
6016,IE
6016,GB
6020,US
6023,US
6037,US
6038,HK
6038,US
6058,US
6068,US
6069,US
6071,US
6072,US
6073,MX
6073,US
6075,US
6077,FR
6079,CZ
6081,GB
6081,US
6106,US
6106,GB
6114,US
6116,US
6116,GB
6145,DE
6145,US
6171,US
6217,US
6278,IE
6278,GB
6278,US
6279,SK
6279,US
6280,US
6282,US
6283,US
6312,FR
6341,US
6346,US
6393,US
6396,US
6399,IT
6404,FR
6404,DE
6415,US
6418,US
6418,FR
6435,US
6439,US
6440,US
6440,CA
6463,US
6466,US
6471,US
6472,US
6477,US
6478,DE
6478,GB
6478,US
6479,US
6488,US
6499,US
6499,JP
6519,US
6520,US
6521,US
6521,GB
6521,DE
6522,US
6524,US
6537,ES
6538,US
6552,US
6557,US
6575,US
6615,US
6619,IT
6619,FR
6620,US
6623,US
6637,US
6641,GB
6641,FR
6643,US
6646,US
6646,GB
6687,LT
6687,GB
6687,DE
6687,ES
6687,BE
6687,US
6691,FR
6715,US
6723,US
6795,US
6844,US
6877,US
6878,US
6917,CA
6917,US
6936,BE
6947,US
6948,US
6948,GB
6949,US
6950,US
6951,US
6957,US
6961,US
6963,US
6963,DE
6964,US
6968,FR
6968,CZ
6968,DE
6970,AU
6972,GB
6972,AU
6973,US
6974,US
6977,US
6978,US
7007,US
7012,US
7014,FR
7090,US
7093,FR
7093,GB
7093,BE
7095,US
7131,CZ
7131,US
7191,US
7211,US
7214,US
7214,DE
7219,IT
7220,US
7220,DE
7227,US
7229,FR
7233,US
7237,US
7249,US
7270,US
7278,US
7288,DE
7288,US
7294,DE
7294,FI
7294,FR
7299,US
7300,US
7303,US
7304,US
7304,DE
7305,US
7326,US
7340,US
7341,US
7342,CA
7342,US
7343,BR
7345,US
7347,BR
7348,US
7350,US
7364,US
7364,ES
7364,GB
7364,DE
7442,US
7443,FR
7443,GB
7443,US
7445,US
7446,GB
7446,US
7446,DE
7450,US
7451,US
7452,NL
7452,GB
7452,FR
7453,US
7453,GB
7457,DE
7457,GB
7457,US
7459,GB
7459,US
7459,DE
7461,US
7461,MX
7461,ES
7484,US
7485,US
7500,JP
7501,US
7508,IN
7509,CA
7509,IN
7510,US
7511,US
7512,US
7514,JM
7515,US
7515,GB
7516,GB
7516,US
7516,FR
7518,US
7520,US
7548,GB
7549,CN
7549,US
7551,US
7551,GB
7552,US
7553,US
7555,US
7555,DE
7735,DE
7737,DE
7737,FR
7737,US
7737,CA
7797,RO
7797,DE
7797,IT
7797,FR
7797,US
