nconst,primaryName,birthYear,deathYear,primaryProfession
nm0824240,Greg Stebner,\N,\N,"actor,miscellaneous"
nm0775870,John Schuck,1940,\N,actor
nm0036981,Letty Aronson,1943,\N,producer
nm0582939,Jason Mewes,1974,\N,"actor,producer,soundtrack"
nm1036752,Amy Noble,\N,\N,actress
nm0808410,Harley Quinn Smith,1999,\N,"actress,soundtrack"
nm0892868,James L. Venable,1967,\N,"composer,music_department,soundtrack"
nm0913150,Paul C. Warschilka,1960,\N,"editorial_department,sound_department,editor"
nm0837917,Larry Sulkis,\N,\N,"writer,producer,director"
nm0031045,Anthrax,\N,\N,"soundtrack,actor,composer"
nm0266468,Kevin Falls,\N,\N,"producer,writer,miscellaneous"
nm0309691,John Gatins,\N,\N,"actor,writer,producer"
nm0852466,Holland Taylor,1943,\N,"actress,soundtrack,writer"
nm1036204,Mick Weber,\N,\N,"actor,director,writer"
nm0820987,Terry Stacey,1962,\N,"cinematographer,camera_department,director"
nm0532193,Matthew Macfadyen,1974,\N,"actor,producer,soundtrack"
nm0504412,Adrian Lester,1968,\N,"actor,director,soundtrack"
nm0255780,Ben Elton,1959,\N,"writer,actor,producer"
nm0570803,Phil McIntyre,\N,\N,"producer,miscellaneous,camera_department"
nm0511841,Lisa Lindgren,1968,\N,actress
nm0638824,Michael Nyqvist,1960,2017,"actor,producer"
nm0760571,Emma Samuelsson,1985,\N,"actress,stunts"
nm0450269,Sam Kessel,1989,\N,actor
nm0600546,Lukas Moodysson,1969,\N,"director,writer,camera_department"
nm0433646,Lars Jönsson,1961,\N,"producer,miscellaneous,executive"
nm0105308,Ulf Brantås,1957,\N,"cinematographer,camera_department,assistant_director"
nm0009036,Fredrik Abrahamsen,1967,\N,"editor,editorial_department,sound_department"
nm0504576,Michal Leszczylowski,1950,\N,"editor,editorial_department,writer"
nm0005220,Tamara Mello,1976,\N,"actress,producer,sound_department"
nm0004264,Jude Herrera,\N,\N,"actress,miscellaneous"
nm0728048,Maria Ripoll,1964,\N,"director,assistant_director,writer"
nm0005312,Gina Philips,1970,\N,"actress,producer,miscellaneous"
nm0519043,Justin Long,1978,\N,"actor,producer,writer"
nm0106534,Jonathan Breck,1965,\N,"actor,producer"
nm0006970,Patricia Belcher,1954,\N,"actress,producer,soundtrack"
nm0527167,Tom Luse,\N,\N,"producer,production_manager,location_management"
nm0649209,Barry Opper,\N,\N,"producer,production_manager,writer"
nm0759403,Bennett Salvay,\N,\N,"music_department,composer,soundtrack"
nm0005703,Don E. FauntLeRoy,1953,\N,"cinematographer,camera_department,director"
nm0722603,Anthony Rhulen,1969,2021,"producer,executive"
nm0433994,Brad Kaaya,\N,\N,"writer,producer,miscellaneous"
nm0294944,Daniel Fried,\N,\N,"producer,executive"
nm0321218,Eric Gitter,\N,\N,"producer,executive"
nm0584607,Richard Michalak,1954,\N,"cinematographer,camera_department,editor"
nm0871590,Michael Treanor,1979,\N,actor
nm0805189,Max Elliott Slade,1980,\N,actor
nm0694379,Chad Power,1984,\N,actor
nm0453572,Kenny Kim,\N,\N,writer
nm0256025,Edward Emanuel,\N,\N,"producer,director,writer"
nm0151772,Martha W. Chang,\N,\N,"producer,director,executive"
nm0498574,Arthur Leeds,\N,\N,"producer,actor,miscellaneous"
nm0289247,Sean Fox,1979,\N,actor
nm0094581,J. Evan Bonifant,1985,\N,"actor,writer,camera_department"
nm0304395,Charles T. Kanganis,1958,\N,"director,writer,actor"
nm0645661,Shin Sang-ok,1926,2006,"producer,director,writer"
nm0772476,Eugene D. Shlugleit,\N,\N,"camera_department,cinematographer,actor"
nm0453358,Alex S. Kim,\N,\N,"writer,assistant_director,miscellaneous"
nm0779169,Gary S. Scott,\N,\N,"composer,music_department,soundtrack"
nm0162283,Diane Cilento,1932,2011,"actress,writer,director"
nm0362736,Robin Hardy,1929,2016,"actor,writer,director"
nm0684432,David Pinner,1940,\N,"actor,writer"
nm0811056,Peter Snell,1938,\N,"producer,soundtrack,executive"
nm0320516,Paul Giovanni,1933,1990,"soundtrack,music_department,actor"
nm0094495,Jason Bonham,1966,\N,"actor,music_department,soundtrack"
nm0114197,Mark Brown,\N,\N,"writer,producer,director"
nm0191514,Paddy Cullen,\N,\N,"producer,production_manager,miscellaneous"
nm0284078,Pierre Földes,\N,\N,"composer,music_department,soundtrack"
nm0200452,Paul Dano,1984,\N,"actor,soundtrack,producer"
nm0022883,Bruce Altman,1955,\N,actor
nm0443004,Billy Kay,1985,\N,"actor,director,writer"
nm0191147,Michael Cuesta,1963,\N,"producer,director,writer"
nm0753147,Stephen M. Ryder,1943,\N,"writer,producer,actor"
nm0191138,Gerald Cuesta,\N,\N,"producer,writer,miscellaneous"
nm0060459,Rene Bastian,\N,\N,"producer,executive"
nm0002385,Linda Moran,\N,\N,"producer,actress,miscellaneous"
nm0904677,Elsa Vásquez,\N,\N,"editor,editorial_department,writer"
nm0418554,Germán Jaramillo,1952,\N,actor
nm0050774,Anderson Ballesteros,1982,\N,actor
nm0720461,Juan David Restrepo,1979,\N,"actor,writer"
nm0124389,Manuel Busquets,1945,2019,"actor,miscellaneous"
nm0884982,Fernando Vallejo,1942,\N,"writer,director,producer"
nm0617705,Margaret Ménégoz,1941,\N,"producer,assistant_director,production_manager"
nm0005948,Jorge Arriagada,1943,\N,"composer,soundtrack,actor"
nm0482413,Rodrigo Lalinde,\N,\N,"director,cinematographer,camera_department"
nm1049634,Lory Cahn,1925,2008,
nm0297161,Kurt Fuchel,1931,2011,
nm1051277,Eva Hayman,1931,1944,
nm0365057,Mark Jonathan Harris,\N,\N,"producer,writer,miscellaneous"
nm0649179,Deborah Oppenheimer,\N,\N,"producer,writer,miscellaneous"
nm0024569,Kate Amend,\N,\N,"editor,editorial_department,miscellaneous"
nm0370035,John Hawkes,1959,\N,"actor,soundtrack,music_department"
nm0372522,Bryan Hearne,1988,\N,actor
nm0185359,Daniel Coyle,\N,\N,writer
nm0630567,Tina Nides,\N,\N,producer
nm0489437,Alex Lasarenko,1963,2020,"composer,music_department,soundtrack"
nm0745232,John Rothman,1949,\N,"actor,writer,producer"
nm0094471,Frank Bongiorno,\N,2020,actor
nm0789486,Rick Shaughnessy,\N,\N,writer
nm0435559,Brian S. Kalata,1964,\N,"location_management,writer,producer"
nm0337287,Patti Greaney,\N,\N,"producer,miscellaneous"
nm0513057,John Linnell,1959,\N,"soundtrack,actor,music_department"
nm0466430,Josh Kornbluth,1959,\N,"actor,writer,producer"
nm0445316,Warren Keith,\N,\N,actor
nm0653895,Sarah Overman,\N,\N,"actress,writer"
nm0022375,Leah Alperin,\N,\N,actress
nm0466428,Jacob Kornbluth,1972,\N,"producer,director,writer"
nm0069257,John Bellucci,\N,\N,"producer,writer,actor"
nm0072449,Brian Benson,\N,\N,"assistant_director,producer,director"
nm0195098,Marco D'Ambrosio,\N,\N,"composer,music_department,sound_department"
nm0281241,John Flansburgh,1960,\N,"soundtrack,actor,music_department"
nm0057970,Dave Barry,1947,\N,"writer,actor,producer"
nm0001014,Mariah Carey,1969,\N,"music_artist,soundtrack,actress"
nm0073160,Eric Benét,1966,\N,"actor,soundtrack,writer"
nm0066586,Max Beesley,1971,\N,"actor,soundtrack,producer"
nm0004771,Da Brat,1974,\N,"actress,producer,soundtrack"
nm0921985,Cheryl L. West,\N,\N,"writer,producer,soundtrack"
nm0064444,Pete Beaudreau,\N,\N,"editor,editorial_department,production_manager"
nm0563826,Cory McAbee,1961,\N,"actor,director,soundtrack"
nm0803157,Rocco Sisto,1953,\N,"actor,soundtrack"
nm0177056,Gregory Russell Cook,1978,\N,"actor,soundtrack"
nm0325390,Annie Golden,1951,\N,"actress,soundtrack,composer"
nm0527108,Robert Lurie,\N,\N,"music_department,actor,composer"
nm0007195,William Perkins,\N,\N,"production_manager,producer,camera_department"
nm0852672,Joshua Taylor,\N,\N,"director,actor,writer"
nm2770432,The Billy Nayer Show,\N,\N,"composer,soundtrack"
nm0403258,W. Mott Hupfel III,\N,\N,"cinematographer,camera_department,actor"
nm0097405,Anthony Borrows,\N,\N,actor
nm0045661,Claire Hackett,\N,\N,actress
nm0366234,David Hart,\N,\N,"actor,producer"
nm0571651,Colin McKeown,\N,\N,"producer,miscellaneous,writer"
nm0854662,Martin Tempia,\N,\N,producer
nm0050165,Penny Balfour,\N,\N,actress
nm0132732,Michael Leydon Campbell,\N,\N,"actor,producer"
nm0108694,Margot Bridger,\N,\N,"producer,production_manager,miscellaneous"
nm0776072,Cathy Schulman,1965,\N,"producer,writer,executive"
nm0948833,Rick Yorn,1968,\N,"producer,manager,miscellaneous"
nm0339237,David Greenwald,\N,\N,"editor,director,cinematographer"
nm0352422,Melissa Hacker,\N,\N,"editor,editorial_department,director"
nm1101388,Julian Ayer,\N,\N,
nm1095345,John Blackborow,\N,\N,
nm0129812,David Cale,\N,\N,"actor,soundtrack,writer"
nm1000159,George Butler,1943,2021,"producer,director,writer"
nm0018311,Caroline Alexander,\N,\N,"writer,producer,miscellaneous"
nm0233771,Joseph Dorman,1958,\N,"producer,writer,director"
nm0574436,Hilton McRae,1949,\N,actor
nm0604640,Emily Morgan,\N,\N,actress
nm0288826,John Fowles,1926,2005,"writer,actor"
nm0167061,Leon Clore,1918,1992,"producer,assistant_director,actor"
nm0161863,Lewis E. Ciannelli,1923,1990,"miscellaneous,actor,sound_department"
nm0938231,Frank Wolff,1928,1971,"actor,producer,miscellaneous"
nm0569144,Vonetta McGee,1945,2010,actress
nm0179281,Sergio Corbucci,1926,1990,"writer,director,actor"
nm0678008,Vittoriano Petrilli,1916,1987,"writer,actor"
nm0024589,Mario Amendola,1910,1993,"writer,director,soundtrack"
nm0179278,Bruno Corbucci,1931,1996,"writer,director,soundtrack"
nm0366361,John Davis Hart,1921,1991,"writer,miscellaneous,sound_department"
nm0388262,Brian Hodgson,1938,\N,"sound_department,composer,soundtrack"
nm0402281,Gayle Hunnicutt,1943,2023,"actress,soundtrack"
nm0291512,Pamela Franklin,1950,\N,actress
nm0720890,Clive Revill,1930,\N,"actor,soundtrack,miscellaneous"
nm0271890,Albert Fennell,1920,1988,"producer,production_manager,miscellaneous"
nm0379198,Norman T. Herman,1924,2015,"producer,writer,director"
nm0220262,Delia Derbyshire,1937,2001,"music_department,soundtrack,composer"
nm0002123,Adam Hann-Byrd,1982,\N,"writer,miscellaneous,actor"
nm0496778,Alex Lee,\N,\N,actor
nm0579919,Said Menyalshchikov,1936,2000,"production_designer,art_department,art_director"
nm0018079,Vera Alentova,1942,\N,actress
nm0060692,Aleksey Batalov,1928,2017,"actor,writer,director"
nm0613655,Irina Muravyova,1949,\N,"actress,soundtrack"
nm0268945,Aleksandr Fatyushin,1951,2003,actor
nm0579828,Vladimir Menshov,1939,2021,"actor,producer,writer"
nm0155990,Valentin Chernykh,1935,2012,"writer,producer,actor"
nm0631715,Sergey Nikitin,1944,\N,"soundtrack,composer,actor"
nm0805112,Igor Slabnevich,1921,2007,"cinematographer,camera_department,director"
nm0586471,Yelena Mikhaylova,1935,\N,"editor,director,costume_department"
nm0278073,William Finley,1940,2012,"actor,soundtrack,writer"
nm0741544,Louisa Rose,\N,\N,writer
nm0005831,Larry Pizer,1925,2008,"cinematographer,camera_department"
nm0378517,Charles Herbert,1948,2015,"actor,soundtrack"
nm0607507,Jo Morrow,1939,\N,"actress,soundtrack"
nm0213619,Rosemary DeCamp,1910,2001,"actress,soundtrack"
nm0223330,Von Dexter,1912,1996,"music_department,composer,soundtrack"
nm0006294,Claudio Simonetti,1952,\N,"composer,soundtrack,music_department"
nm0551290,Cristina Marsillach,1963,\N,actress
nm0053519,Urbano Barberini,1961,\N,actor
nm0274853,Franco Ferrini,1944,\N,"writer,actor,director"
nm0257914,Roger Eno,1959,\N,"soundtrack,composer,music_department"
nm4800828,Steel Grave,\N,\N,"composer,soundtrack"
nm0328690,Jack Good,1931,2017,"producer,writer,actor"
nm0850514,Frank Tarloff,1916,1999,"writer,miscellaneous,script_department"
nm0055975,S.H. Barnett,1908,1988,writer
nm0037818,Robert Arthur,1909,1986,"producer,writer"
nm0930776,Hugh Williams,1904,1969,"actor,writer,soundtrack"
nm0904553,Margaret Vyner,1914,1993,"actress,writer"
nm0005666,Christopher Challis,1919,2012,"cinematographer,camera_department,director"
nm0662116,Cecil Parker,1897,1971,"actor,soundtrack"
nm0130829,Phyllis Calvert,1915,2002,actress
nm0428549,Ken Jones,1927,1988,"music_department,composer,soundtrack"
nm0288635,Gene Fowler Jr.,1917,1998,"editor,editorial_department,director"
nm0000926,Milton Berle,1908,2002,"actor,producer,soundtrack"
nm0581062,Ethel Merman,1908,1984,"soundtrack,actress"
nm0741704,Tania Rose,1920,2015,writer
nm0732079,Paul Robeson,1898,1976,"soundtrack,actor"
nm0950019,Roland Young,1887,1953,"actor,soundtrack,writer"
nm0054787,Geoffrey Barkas,1896,1979,"director,producer,writer"
nm0675729,Roland Pertwee,1885,1963,"writer,script_department,actor"
nm0375484,Lillian Hellman,1905,1984,"writer,actress,music_department"
nm0462111,Arthur Kober,1900,1975,"writer,miscellaneous"
nm0639613,Joan O'Brien,1936,\N,"actress,soundtrack"
nm0725009,Maurice Richlin,1920,1990,"writer,producer,miscellaneous"
nm0455126,Paul King,1926,1996,"writer,producer,miscellaneous"
nm0831972,Joseph Stone,1914,2001,writer
nm0684173,Carl Pingitore,1924,2008,"producer,editor,production_manager"
nm0910055,Jessica Walter,1941,2021,"actress,soundtrack"
nm0005234,Donna Mills,1940,\N,"actress,producer"
nm0488024,John Larch,1914,2005,actor
nm0374268,Jo Heims,1930,1978,"writer,producer,miscellaneous"
nm0134211,Jimmy Cannon,1909,1973,"actor,writer"
nm0437900,Hal Kanter,1918,2011,"writer,producer,director"
nm0876223,Harry Tugend,1897,1989,"producer,writer,assistant_director"
nm0035146,Alice Arlen,1940,2016,"writer,producer,actress"
nm0000761,Bibi Andersson,1935,2019,"actress,soundtrack"
nm0681319,Ben Piazza,1933,1991,actor
nm0656108,Anthony Page,1935,\N,"director,writer"
nm0338534,Joanne Greenberg,1932,\N,writer
nm0213051,Terence F. Deane,\N,\N,producer
nm0192612,Bill Curbishley,1942,\N,"producer,miscellaneous,production_manager"
nm0038650,Leslie Ash,1960,\N,"actress,producer"
nm0205289,Phil Davis,1953,\N,"actor,director,writer"
nm0935047,Mark Wingett,1961,\N,"actor,producer,writer"
nm0734466,Franc Roddam,1946,\N,"writer,producer,director"
nm0402039,Dave Humphries,1944,2001,"writer,producer"
nm0826369,Martin Stellman,1948,\N,"writer,director,producer"
nm0047919,Roy Baird,1933,2010,"assistant_director,producer,production_manager"
nm0593200,Casey T. Mitchell,\N,\N,writer
nm0047436,Patrick Bailey,\N,\N,"writer,producer"
nm0931121,Larry B. Williams,1949,\N,"writer,producer,director"
nm0220566,Richard Derr,1917,1992,actor
nm0361048,Peter Hansen,1921,2017,actor
nm0398466,John Hoyt,1905,1991,"actor,writer,producer"
nm0091213,Sydney Boehm,1908,1990,"writer,producer"
nm0050981,Edwin Balmer,1883,1959,writer
nm0566084,Skye McCole Bartusiak,1992,2014,"actress,producer,director"
nm0669756,Anthony Peckham,\N,\N,"writer,producer,script_department"
nm0947338,Anton Yelchin,1989,2016,"actor,soundtrack,camera_department"
nm0095561,Mika Boorem,\N,\N,"actress,producer,director"
nm0382362,Kerry Heysen,1945,\N,"producer,miscellaneous"
nm0677021,Barry Peterson,\N,\N,"cinematographer,camera_department,visual_effects"
nm0766153,Drake Sather,1959,2004,"producer,writer,miscellaneous"
nm0937494,Michael G. Wojciechowski,\N,\N,"camera_department,cinematographer,producer"
nm0002364,Dante Basco,1975,\N,"actor,producer,writer"
nm0004783,Ryan Browning,1974,\N,actor
nm0118568,A.J. Buckley,1977,\N,"actor,producer,director"
nm0357818,Derek Hamilton,\N,\N,"actor,writer,producer"
nm0360283,Eric Hannah,1968,\N,"director,producer,writer"
nm0221967,Craig Detweiler,\N,\N,"producer,writer,director"
nm0093906,Cindy Bond,\N,\N,"producer,executive"
nm0153912,Betsy Chasse,\N,\N,"producer,actress,miscellaneous"
nm0046004,Klaus Badelt,1967,\N,"music_department,composer,soundtrack"
nm0101333,Jessica Bowman,1980,\N,actress
nm0850774,Clay Tarver,\N,\N,"producer,writer,director"
nm0440344,Mike Karz,\N,\N,"producer,writer,actor"
nm0005085,Jamie Kennedy,1970,\N,"actor,writer,producer"
nm0340720,Zena Grey,1988,\N,"actress,editor,visual_effects"
nm1075184,David L. Watts,\N,\N,"producer,writer,director"
nm0077080,Jonathan Bernstein,\N,\N,writer
nm0085933,Mark Blackwell,\N,\N,"writer,actor,cinematographer"
nm0007079,James Greer,1971,\N,"writer,director,producer"
nm0005256,Bridget Moynahan,1971,\N,"actress,director,producer"
nm0458884,Marc Klein,\N,\N,"writer,miscellaneous,director"
nm0608187,Mercedes Morán,1955,\N,"actress,soundtrack,writer"
nm0096559,Graciela Borges,1941,\N,actress
nm0012033,Martín Adjemián,1932,2006,"actor,casting_director"
nm0049559,Leonora Balcarce,1978,\N,"actress,soundtrack"
nm0551506,Lucrecia Martel,1966,\N,"director,writer,producer"
nm0822711,Lita Stantic,\N,\N,"producer,writer,director"
nm0170130,Hugo Colace,1953,\N,"cinematographer,camera_department,editor"
nm0723250,Santiago Ricci,\N,\N,"editor,editorial_department"
nm0644034,Graciela Oderigo,1948,\N,"art_director,production_designer,art_department"
nm0223738,Bobby Di Cicco,1954,\N,"actor,soundtrack"
nm0180020,Gene Corman,1927,2020,"producer,actor,writer"
nm0293375,Douglas Freeman,\N,\N,"producer,composer,music_department"
nm0771349,Richard Schickel,1933,2017,"writer,producer,director"
nm0006149,Dana Kaproff,1954,\N,"composer,music_department,director"
nm0849585,Terrell Tannen,\N,\N,"writer,producer,editor"
nm0522429,Suzanna Love,1950,\N,"actress,writer,producer"
nm2715166,Ron James,\N,\N,actor
nm0522392,Nicholas Love,\N,\N,actor
nm0518579,Ulli Lommel,1944,2017,"actor,writer,director"
nm0380856,David Herschel,\N,\N,writer
nm0471908,Tim Krog,\N,\N,"composer,music_department"
nm0106973,Jochen Breitenstein,\N,\N,"producer,cinematographer,camera_department"
nm0818310,David Sperling,\N,\N,"cinematographer,camera_department,sound_department"
nm0105475,Claude Brasseur,1936,2020,"actor,soundtrack"
nm0287637,Brigitte Fossey,1946,\N,"actress,miscellaneous"
nm0340551,Denise Grey,1896,1996,"actress,soundtrack"
nm0684509,Claude Pinoteau,1925,2012,"assistant_director,writer,director"
nm0202073,Marcel Dassault,1892,1986,"producer,writer,miscellaneous"
nm0005895,Edmond Séchan,1919,2002,"cinematographer,director,writer"
nm0615467,Thomas O. Murton,1928,1990,"writer,miscellaneous"
nm0404880,Joe Hyams,1923,2008,"actor,writer,miscellaneous"
nm0801163,Ray Simpson,1952,\N,actor
nm0388317,David Hodo,1947,\N,actor
nm0741377,Felipe Rose,1954,\N,actor
nm0429063,Randy Jones,1952,\N,"actor,producer,music_department"
nm0908055,Nancy Walker,1922,1992,"actress,director,soundtrack"
nm0069417,Henri Belolo,1936,2019,"soundtrack,composer,music_department"
nm0602792,Jacques Morali,1946,1991,"soundtrack,composer,music_department"
nm0886556,Trish Van Devere,1941,\N,actress
nm0403028,Russell Hunter,1929,1996,writer
nm0534701,Diana Maddox,1926,2020,"actress,writer,music_department"
nm0236592,Garth H. Drabinsky,1948,\N,"producer,actor,miscellaneous"
nm0375629,Levon Helm,1940,2012,"music_artist,actor,soundtrack"
nm0101992,Phyllis Boyens,1947,2009,"actress,soundtrack"
nm0528750,Loretta Lynn,1932,2022,"music_artist,soundtrack,actress"
nm1557917,George Vecsey,\N,\N,writer
nm0193533,Bernard Schwartz,1917,2003,"producer,actor,production_manager"
nm0000713,Joel Oliansky,1935,2002,"writer,director,actor"
nm0771535,Suzanne Schiffman,1929,2001,"writer,script_department,assistant_director"
nm0344467,Jean-Claude Grumberg,1939,\N,"writer,actor"
nm0004949,Troy Garity,1973,\N,"actor,producer,miscellaneous"
nm0075277,Michele Berk,\N,\N,"producer,writer,actress"
nm0083688,Michael Birnbaum,\N,\N,"producer,actor,executive"
nm0005416,Vinessa Shaw,1976,\N,"actress,director,producer"
nm0698125,Rob Pritts,\N,\N,"director,actor,writer"
nm0308099,David Garrett,\N,\N,"miscellaneous,writer,producer"
nm0911598,Jason Ward,\N,\N,"writer,producer,miscellaneous"
nm0947447,Donnie Yen,1963,\N,"actor,stunts,producer"
nm0910935,Jean Wang,1970,\N,actress
nm0874696,Sze-Man Tsang,1980,\N,actress
nm0848826,Tan Cheung,\N,\N,"writer,actor"
nm0490622,Tai-Mok Lau,\N,\N,writer
nm0849283,Elsa Tang,\N,\N,writer
nm0079341,Laura Betti,1927,2004,"actress,miscellaneous,writer"
nm0714378,Anaïs Reboux,1987,\N,actress
nm0581953,Roxane Mesquida,\N,\N,"actress,producer"
nm0211144,Libero De Rienzo,1977,2021,"actor,director,writer"
nm0479352,François-Renaud Labarthe,\N,\N,"production_designer,actor,art_director"
nm0332647,Romain Goupil,1951,\N,"director,actor,writer"
nm0005009,Laura Harring,1964,\N,actress
nm0469813,Tony Krantz,\N,\N,"producer,writer,director"
nm0688789,Michael Polaire,\N,\N,"producer,production_manager,location_management"
nm0476066,Anne Kurtzman,\N,\N,"miscellaneous,visual_effects,producer"
nm1057989,Natasha Braisewell,\N,\N,actress
nm0291589,Jill Franklyn,\N,\N,"writer,producer,actress"
nm0156819,Sukee Chew,\N,\N,"manager,producer,casting_department"
nm0325553,Jane Goldenring,\N,\N,"producer,executive"
nm8914697,Hiroshi Takashige,\N,\N,writer
nm0605453,Shôtarô Morikubo,1974,\N,"actor,soundtrack"
nm1766837,Ryuji Aigase,\N,\N,actor
nm0468729,Takehito Koyasu,1965,\N,"actor,soundtrack,writer"
nm0840598,Katsumi Suzuki,1956,\N,actor
nm0442887,Hirotsugu Kawasaki,\N,\N,"animation_department,art_department,director"
nm0837219,Norihiko Sutô,\N,\N,"director,assistant_director,art_department"
nm0411886,Yasutaka Itô,\N,\N,writer
nm2638693,Ryoji Minagawa,\N,\N,"writer,costume_department,costume_designer"
nm0004879,Snoop Dogg,1971,\N,"music_artist,actor,soundtrack"
nm0694066,Clifton Powell,1956,\N,"actor,producer,director"
nm0004458,Peter Heller,\N,\N,"manager,producer,miscellaneous"
nm0763858,Reni Santoni,1938,2020,"actor,miscellaneous,sound_department"
nm0186408,Norma Crane,1928,1973,"actress,soundtrack"
nm0294600,Leonard Frey,1938,1988,"actor,soundtrack"
nm0682000,Molly Picon,1898,1992,"actress,soundtrack"
nm0017833,Sholom Aleichem,1859,1916,writer
nm0825524,Joseph Stein,1912,2010,"writer,producer"
nm0090656,Jerry Bock,1928,2010,"soundtrack,composer,music_department"
nm0497593,Jonna Lee,1963,\N,actress
nm0432410,Gordon Jump,1932,2003,"actor,soundtrack,director"
nm0390805,Walter Olkewicz,1948,2021,"actor,soundtrack"
nm0907697,Dorian Walker,\N,\N,"writer,director,producer"
nm0301829,Charles Gale,\N,\N,"writer,director"
nm13619420,David Thollander,\N,\N,writer
nm0742827,Sheila Rosenthal,\N,\N,actress
nm0537031,Betty Mahmoody,1945,\N,writer
nm0725766,David W. Rintels,1939,\N,"writer,producer,miscellaneous"
nm1168789,Steven Biel,\N,\N,
nm0087685,Steve Blasco,\N,\N,miscellaneous
nm1163632,Daniel Allen Butler,\N,\N,miscellaneous
nm0522844,Stephen Low,1951,\N,"director,writer,producer"
nm0062741,Gregg Baxter,\N,\N,"sound_department,producer"
nm0570690,Shannon McIntosh,\N,\N,"producer,production_manager,director"
nm0784846,Pietro L. Serapiglia,1956,\N,"producer,production_manager,location_management"
nm0600872,Alan Moore,1953,\N,"writer,actor,producer"
nm0132427,Eddie Campbell,1955,\N,writer
nm0426224,Shelly Johnson,\N,\N,"cinematographer,camera_department"
nm0749263,Mark Ruffalo,1967,\N,"actor,producer,soundtrack"
nm0123733,Steve Burton,1970,\N,"actor,director,writer"
nm0769227,David Scarpa,\N,\N,"writer,producer"
nm0195838,Beverly Donofrio,1950,\N,"writer,producer"
nm0030572,Julie Ansell,\N,\N,"miscellaneous,producer"
nm0805595,Neal Slavin,\N,\N,"director,producer"
nm0489472,Kendrew Lascelles,1935,2022,"writer,actor"
nm0089255,Michael Bloomberg,1942,\N,"actor,camera_department,producer"
nm0318666,Glover Gill,\N,\N,"soundtrack,composer,actor"
nm1085025,Trevor Jack Brooks,\N,\N,actor
nm1085951,Lorelei Linklater,1994,\N,"actress,soundtrack"
nm0657921,Tommy Pallotta,1968,\N,"producer,director,cinematographer"
nm0808819,Jonah Smith,1975,\N,"producer,miscellaneous,executive"
nm0108150,Gene Brewer,1937,\N,"writer,producer"
nm0348181,James Gunn,1966,\N,"writer,producer,director"
nm0065284,Steve Beck,\N,\N,"visual_effects,director,writer"
nm0139605,Neal Marshall Stevens,\N,\N,"writer,miscellaneous,producer"
nm0781673,Shawn Seet,\N,\N,"director,editor,producer"
nm0574296,Kris McQuade,1952,\N,"actress,music_department,soundtrack"
nm0098123,Simon Bossell,\N,\N,"actor,director,writer"
nm0855300,Jonathan Teplitzky,\N,\N,"director,writer,art_department"
nm0185023,Frank Cox,\N,\N,producer
nm0660295,Bruna Papandrea,1971,\N,"producer,miscellaneous"
nm0680407,Garry Phillips,\N,\N,"cinematographer,camera_department,actor"
nm0651660,Holmes Osborne,1947,\N,actor
nm0446819,Richard Kelly,1975,\N,"writer,producer,director"
nm0572014,Sean McKittrick,1975,\N,"producer,executive"
nm0028787,Michael Andrews,\N,\N,"composer,music_department,soundtrack"
nm0573618,Kevin McNally,1956,\N,"actor,writer,director"
nm0698095,Georgia Pritchett,1968,\N,"writer,producer,script_department"
nm0159789,Hayden Christensen,1981,\N,"actor,producer,executive"
nm0045937,Michael Badalucco,1954,\N,"actor,art_department,producer"
nm0765876,Bernard Sasia,\N,\N,"editor,assistant_director,director"
nm0038449,Ariane Ascaride,1954,\N,"actress,director,writer"
nm0201669,Jean-Pierre Darroussin,1953,\N,"actor,director,writer"
nm0583681,Gérard Meylan,1952,\N,actor
nm0099134,Jacques Boudet,\N,\N,actor
nm0350168,Robert Guédiguian,1953,\N,"producer,director,writer"
nm0587271,Jean-Louis Milesi,1956,\N,"writer,director,editor"
nm0762201,Gilles Sandoz,\N,\N,"producer,director,miscellaneous"
nm0146805,Bernard Cavalié,\N,\N,"cinematographer,camera_department"
nm0520586,Nick Loren,1970,\N,"actor,stunts,producer"
nm0641610,Matt O'Leary,1987,\N,"actor,producer,sound_department"
nm0763650,Ruben Santiago-Hudson,1956,\N,"actor,writer,director"
nm0173539,William S. Comanor,\N,\N,writer
nm0238470,Gary Drucker,\N,\N,"writer,miscellaneous"
nm0209773,Donald De Line,\N,\N,"producer,executive"
nm0250995,Ralph Eggleston,1965,2022,"animation_department,art_department,production_designer"
nm0316701,Mary Gibbs,1996,\N,"actress,soundtrack,miscellaneous"
nm0798899,David Silverman,1957,\N,"producer,animation_department,director"
nm0191717,Jill Culton,\N,\N,"producer,animation_department,writer"
nm0682066,Jeff Pidgeon,1965,\N,"animation_department,actor,miscellaneous"
nm0572123,Robert McLachlan,\N,\N,"cinematographer,camera_department,producer"
nm0067619,Stephen Belber,1967,\N,"writer,producer,director"
nm0018936,Alexis Alexanian,1962,\N,"producer,miscellaneous,actress"
nm0935095,Gary Winick,1961,2011,"producer,director,editor"
nm1132350,William Goodrum,\N,\N,"composer,soundtrack,music_department"
nm0899995,Joe Viterelli,1937,2004,actor
nm1765923,Sean Moynihan,\N,\N,writer
nm0899899,Sam Vitale,1923,2010,"editor,editorial_department"
nm0034492,Carmen Argenziano,1943,2019,"actor,producer"
nm0705356,Daniel Radcliffe,1989,\N,"actor,producer,soundtrack"
nm0342488,Rupert Grint,1988,\N,"actor,producer,soundtrack"
