nconst,primaryName,birthYear,deathYear,primaryProfession
nm0538533,Samira Makhmalbaf,1980,\N,"director,writer,assistant_director"
nm0538532,Mohsen Makhmalbaf,1957,\N,"writer,editor,director"
nm0014123,Mohammad Ahmadi,\N,\N,"producer,cinematographer,production_manager"
nm0315476,Ebrahim Ghafori,\N,\N,"cinematographer,camera_department,producer"
nm0756130,Zahra Saghrisaz,\N,\N,actress
nm0305405,Risa Bramon Garcia,1956,\N,"casting_director,casting_department,producer"
nm0488899,Shana Larsen,\N,\N,writer
nm0066530,Betsy Beers,1957,\N,"producer,actress,production_manager"
nm0301835,David Gale,\N,\N,"producer,executive,production_manager"
nm0865508,Van Toffler,1958,\N,"producer,miscellaneous,executive"
nm0388788,Judy Hofflund,\N,\N,producer
nm0689780,Gavin Polone,\N,\N,"producer,director,actor"
nm0725407,Blair Richwood,1960,\N,"miscellaneous,actress,writer"
nm0410773,Mario Iscovich,1949,\N,"producer,location_management,miscellaneous"
nm0887684,Nina van Pallandt,1932,\N,"actress,soundtrack"
nm0080983,Jerry Bick,1923,2004,"producer,miscellaneous"
nm1050006,Hiroshi Kanazawa,\N,\N,"animation_department,production_manager,producer"
nm0757102,Sumiko Sakamoto,1936,2021,"actress,soundtrack"
nm0383094,Tonpei Hidari,1937,2018,"actor,soundtrack"
nm0015310,Aki Takejô,1947,2022,actress
nm0408076,Shôhei Imamura,1926,2006,"director,writer,assistant_director"
nm0265792,Shichirô Fukazawa,1914,1987,writer
nm0476187,Gorô Kusakabe,\N,\N,"producer,production_designer,production_manager"
nm0866930,Jirô Tomoda,\N,\N,producer
nm0407412,Shinichirô Ikebe,1943,\N,"composer,soundtrack"
nm0001535,Dale Midkiff,1959,\N,"actor,producer,soundtrack"
nm0001304,Fred Gwynne,1926,1993,"actor,soundtrack,writer"
nm0339159,Brad Greenquist,\N,\N,"actor,casting_director,producer"
nm0005116,Mary Lambert,1951,\N,"director,writer,miscellaneous"
nm0277362,Tom Finan,\N,\N,"editor,editorial_department,producer"
nm0750758,Jared Rushton,1974,\N,actor
nm0653693,Richard Outten,\N,\N,writer
nm0802326,Ralph S. Singleton,1940,\N,"production_manager,producer,assistant_director"
nm0332855,Mark Governor,\N,\N,"composer,music_department,soundtrack"
nm0832164,Scott A. Stone,\N,\N,"producer,writer,production_manager"
nm0461679,Terence Knox,1946,\N,actor
nm0771121,Paul Scherrer,1968,\N,actor
nm0093174,Ryan Bollman,1972,\N,actor
nm0163775,Christie Clark,1973,\N,actress
nm0002606,David Price,1961,\N,"director,actor,producer"
nm0822457,David G. Stanley,\N,\N,"producer,writer,miscellaneous"
nm0816172,Brad Southwick,\N,\N,"producer,production_manager,miscellaneous"
nm11497624,Daniel Cerny,1981,\N,"actor,editorial_department"
nm0577601,Ron Melendez,1972,\N,actor
nm0334398,Nancy Lee Grahn,1956,\N,"actress,writer"
nm0382783,James D.R. Hickox,1965,\N,"director,editorial_department,actor"
nm0505262,Dode B. Levenson,\N,\N,"writer,actor"
nm0005805,Donald M. Morgan,1932,\N,"cinematographer,camera_department"
nm0007082,John Stockwell,1961,\N,"actor,director,writer"
nm0680250,Bill Phillips,1949,\N,"writer,director,cinematographer"
nm0462193,Richard Kobritz,1939,\N,"producer,assistant_director,production_manager"
nm0372958,Gina Hecht,1952,\N,"actress,producer,soundtrack"
nm0005768,Ernest Laszlo,1898,1984,"cinematographer,camera_department"
nm0001509,Dean Martin,1917,1995,"music_artist,soundtrack,actor"
nm0781029,Jean Seberg,1938,1979,"actress,miscellaneous,soundtrack"
nm0368871,Henry Hathaway,1898,1985,"director,assistant_director,art_department"
nm0354150,Arthur Hailey,1920,2004,writer
nm0403022,Ross Hunter,1920,1996,"producer,actor,miscellaneous"
nm0956544,Efrem Zimbalist Jr.,1918,2014,"actor,soundtrack"
nm0806915,Jack Smight,1925,2003,"director,producer,actor"
nm0408681,Don Ingalls,1918,2014,"producer,writer,miscellaneous"
nm0296902,William Frye,1921,2017,producer
nm0005990,John Cacavas,1930,2014,"composer,soundtrack,music_department"
nm0473943,Charles Kuenstle,1936,\N,"actor,writer"
nm0417054,Jerry Jameson,1934,\N,"editorial_department,director,producer"
nm0770484,Michael Scheff,\N,\N,"writer,miscellaneous,producer"
nm0817473,David Spector,\N,\N,writer
nm0185867,H.A.L. Craig,1921,1978,"writer,miscellaneous"
nm0485786,Jennings Lang,1915,1996,"producer,miscellaneous,actor"
nm0000961,Timothy Bottoms,1951,\N,"actor,producer"
nm0001847,Richard Widmark,1914,2008,"actor,producer,soundtrack"
nm0326360,James Goldstone,1931,1999,"director,writer,producer"
nm0791080,Sanford Sheldon,\N,\N,writer
nm0506087,Richard Levinson,1934,1987,"writer,producer,miscellaneous"
nm0512894,William Link,1933,2020,"writer,producer,miscellaneous"
nm0177320,Tommy Cook,1930,\N,"actor,writer,producer"
nm0827827,Richard Martin Stern,1915,2001,writer
nm0778743,Thomas N. Scortia,1926,1986,"miscellaneous,writer"
nm0732631,Frank M. Robinson,1926,2014,"writer,actor"
nm0402137,Craig Huxley,1954,\N,"music_department,actor,composer"
nm0726939,Robin Riker,\N,\N,actress
nm0415591,Dean Jagger,1903,1991,"actor,soundtrack"
nm0153699,Brandon Chase,1929,2020,"producer,director,writer"
nm0002304,Laurence Rosenthal,1926,\N,"music_department,composer,soundtrack"
nm0542970,Stanley Mann,1928,2016,"writer,producer,actor"
nm0649792,Arnold H. Orgolini,1936,\N,"producer,location_management,miscellaneous"
nm0664127,Theodore R. Parvin,1930,\N,"costume_department,producer,production_manager"
nm0000989,Yul Brynner,1920,1985,"actor,director,producer"
nm0058991,Norman Bartold,1928,1994,actor
nm0493801,Paul N. Lazarus III,\N,\N,"producer,production_manager"
nm0006150,Fred Karlin,1936,2004,"composer,soundtrack,music_department"
nm0107852,David Bretherton,1924,2000,"editor,editorial_department,miscellaneous"
nm0430151,Richard Jordan,1937,1993,"actor,producer"
nm0001975,Roscoe Lee Browne,1922,2007,"actor,soundtrack"
nm0329051,David Zelag Goodman,1930,2011,writer
nm0425138,George Clayton Johnson,1929,2015,"writer,actor,producer"
nm0203062,Saul David,1921,1996,"producer,actor,writer"
nm0263052,Maurice Evans,1901,1989,"actor,miscellaneous,producer"
nm0785245,Rod Serling,1924,1975,"writer,actor,producer"
nm0445934,John T. Kelley,1921,1972,writer
nm0002082,James Franciscus,1934,1991,"actor,producer,writer"
nm0365709,Linda Harrison,1945,\N,"actress,producer"
nm0692872,Ted Post,1918,2013,"director,writer,actor"
nm0214989,Paul Dehn,1912,1976,"writer,music_department,soundtrack"
nm0009025,Mort Abrahams,1916,2009,"producer,miscellaneous,production_manager"
nm0015391,Claude Akins,1926,1994,"actor,soundtrack"
nm0874353,Natalie Trundy,1940,2019,actress
nm0201089,Severn Darden,1929,1995,"actor,writer,composer"
nm0181019,John William Corrington,1932,1988,"writer,miscellaneous"
nm0181020,Joyce Hooper Corrington,1936,\N,"writer,producer"
nm0614916,Don Murray,1929,\N,"actor,writer,producer"
nm0001544,Ricardo Montalban,1920,2009,"actor,soundtrack,director"
nm0005657,Joseph F. Biroc,1903,1996,"cinematographer,camera_department"
nm0226947,Bradford Dillman,1930,2018,actor
nm0005723,Pierre-William Glenn,1943,\N,"cinematographer,director,actor"
nm0634282,Jeanette Nolan,1911,1998,"actress,soundtrack"
nm0001904,Corey Allen,1934,2010,"director,actor,writer"
nm0230357,Frances Doel,\N,\N,"miscellaneous,writer,script_department"
nm0483149,Gavin Lambert,1924,2005,"writer,actor,director"
nm0000339,Roger Corman,1926,\N,"producer,director,actor"
nm0469242,William Kraft,1923,2022,"music_department,composer,soundtrack"
nm0001257,Ava Gardner,1922,1990,"actress,soundtrack,stunts"
nm0001296,Lorne Greene,1915,1987,"actor,soundtrack,producer"
nm0733476,Mark Robson,1913,1978,"director,producer,editor"
nm0289008,George Fox,\N,\N,writer
nm0104206,Bill Brame,1928,\N,"editor,director,writer"
nm0001699,Telly Savalas,1922,1994,"actor,soundtrack,director"
nm0317254,Nelson Gidding,1919,2004,"writer,miscellaneous"
nm0852995,Paul Taylor,1930,2018,miscellaneous
nm1875064,Andrew Asnes,\N,\N,actor
nm1878588,Rachel Berman Benz,\N,\N,
nm1878439,Patrick Corbin,\N,\N,actor
nm3096603,Ross Kramberg,\N,\N,
nm0224683,Matthew Diamond,\N,\N,"director,producer,miscellaneous"
nm0475465,Jerry Kupfer,\N,\N,"producer,production_manager"
nm0403809,Tom Hurwitz,1947,\N,"cinematographer,camera_department,director"
nm0936392,Pam Wise,\N,\N,"editor,editorial_department,writer"
nm4135131,Thomas Patrick,\N,\N,actor
nm0518836,Kenneth Lonergan,1962,\N,"writer,actor,director"
nm0949521,Ric Young,1944,\N,"actor,writer,producer"
nm0070115,Paul Ben-Victor,1965,\N,"actor,writer,producer"
nm0699739,Robert Pucci,\N,\N,"actor,writer"
nm2948114,Junior Cyrus Baron,\N,\N,"sound_department,art_department,producer"
nm0004757,Selma Blair,1972,\N,actress
nm0398167,Niven Howie,\N,\N,"editor,director,assistant_director"
nm0002077,Dexter Fletcher,1966,\N,"actor,producer,director"
nm0602941,Nick Moran,1969,\N,"actor,writer,producer"
nm0005458,Jason Statham,1967,\N,"actor,producer,stunts"
nm0005363,Guy Ritchie,1968,\N,"writer,director,producer"
nm0891216,Matthew Vaughn,1971,\N,"producer,director,writer"
nm0362165,Tim Maurice-Jones,\N,\N,"cinematographer,camera_department,actor"
nm0056086,Luc Barnier,1954,2012,"editor,director,sound_department"
nm0553746,Vincent Martinez,\N,\N,actor
nm0512071,Vincent Lindon,1959,\N,"actor,writer,producer"
nm0445715,Marthe Keller,1945,\N,"actress,soundtrack,miscellaneous"
nm0592758,Yukio Mishima,1925,1970,"writer,actor,director"
nm0903348,Fabienne Vonier,1947,2013,"producer,actress,production_manager"
nm0005044,Jonathan Jackson,1982,\N,"actor,soundtrack,director"
nm0593066,Jacquelyn Mitchard,1953,\N,writer
nm0347443,Kate Guinzburg,1957,2017,"miscellaneous,producer"
nm0004311,Danny B. Harvey,\N,\N,"composer,soundtrack,actor"
nm0004749,Emily Bergl,1975,\N,"actress,producer"
nm0116465,Dylan Bruno,1972,\N,"actor,producer,director"
nm0810397,J. Smith-Cameron,1957,\N,"actress,soundtrack"
nm0002240,Katt Shea,\N,\N,"director,actress,writer"
nm0730932,Chris Roberts,1968,\N,"producer,director,writer"
nm0910018,Ernest Walter,1919,1999,"editor,editorial_department,miscellaneous"
nm0001954,Claire Bloom,1931,\N,actress
nm0426062,Richard Johnson,1927,2015,"actor,producer,writer"
nm0414047,Shirley Jackson,1916,1965,writer
nm0780699,Humphrey Searle,1915,1982,"composer,music_department,soundtrack"
nm0099599,Davis Boulton,1911,1989,"camera_department,cinematographer"
nm0902794,Heidi von Palleske,\N,\N,"actress,writer,casting_director"
nm0329876,Barbara Gordon,1956,\N,"actress,miscellaneous"
nm0311316,Jack Geasland,\N,\N,"writer,producer"
nm0102371,Marc Boyman,\N,\N,"producer,actor"
nm0413013,Michael Jablow,\N,\N,"editor,editorial_department,camera_department"
nm0523198,Andrew Lowery,1970,\N,"actor,writer,producer"
nm0511270,Traci Lind,1968,\N,"actress,producer,soundtrack"
nm0957955,Danny Zorn,1972,2012,actor
nm0265714,Geoffrey Faithfull,1893,1979,"cinematographer,camera_department,director"
nm0791176,Barbara Shelley,1932,2021,actress
nm0827101,Martin Stephens,1949,\N,actor
nm0350372,Michael Gwynn,1916,1976,actor
nm0376915,Ian Hendry,1931,1984,actor
nm0045996,Alan Badel,1923,1982,"actor,soundtrack,miscellaneous"
nm0274865,Barbara Ferris,1942,\N,"actress,soundtrack"
nm0121588,Alfred Burke,1918,2011,"actor,writer,soundtrack"
nm0494903,Anton Leader,1913,1988,"director,production_manager,producer"
nm0163706,Bob Clark,1939,2007,"director,writer,producer"
nm0666999,Steven Paul,1959,\N,"producer,writer,actor"
nm0559228,Francisca Matos,\N,\N,"writer,producer"
nm0335835,Robert Grasmere,\N,\N,"visual_effects,assistant_director,writer"
nm0584121,Greg Michael,\N,\N,"assistant_director,writer,director"
nm0619600,Philippe Nahon,1938,2020,"actor,producer"
nm0502133,Blandine Lenoir,1973,\N,"actress,writer,director"
nm0656803,Frankie Pain,\N,\N,actress
nm0041626,Martine Audrain,\N,\N,actress
nm0637615,Gaspar Noé,1963,\N,"director,producer,writer"
nm0352968,Lucile Hadzihalilovic,1961,\N,"writer,director,editor"
nm0171493,Dominique Colin,\N,\N,"cinematographer,camera_department,editorial_department"
nm1030357,Alain Juteau,\N,\N,"production_designer,set_decorator,art_department"
nm0694173,John Powell,1963,\N,"composer,music_department,soundtrack"
nm0896517,Martin Vidnovic,1948,\N,"actor,soundtrack"
nm0634455,Christiane Noll,\N,\N,"actress,soundtrack"
nm0358564,Oscar Hammerstein II,1895,1960,"soundtrack,writer,music_department"
nm0710230,Arthur Rankin Jr.,1924,2014,"producer,director,writer"
nm0048136,Peter Bakalian,\N,\N,"writer,miscellaneous,producer"
nm0341372,Ted Griffin,1970,\N,"writer,producer,director"
nm0276178,Adam Fields,\N,\N,"producer,music_department,production_manager"
nm0382268,David Heyman,1961,\N,"producer,actor,executive"
nm0016332,Damon Albarn,1968,\N,"soundtrack,actor,composer"
nm0004986,LisaGay Hamilton,1964,\N,"actress,director,producer"
nm0458461,Andrew Klavan,1954,\N,"writer,producer"
nm0001887,Paul Brickman,1949,\N,"writer,director,producer"
nm0001517,Catherine McCormack,1972,\N,"actress,director,writer"
nm0742796,Margaret Rosenthal,\N,\N,writer
nm0231639,Jeannine Dominy,\N,\N,"writer,miscellaneous"
nm0135235,Sarah Caplan,\N,\N,"producer,actress,assistant_director"
nm0006256,Richard Rodgers,1902,1979,"soundtrack,music_department,composer"
nm0001549,Rita Moreno,1931,\N,"actress,soundtrack,producer"
nm0072578,Martin Benson,1918,2010,"actor,writer"
nm0484933,Margaret Landon,1903,1993,"writer,miscellaneous"
nm0342545,Melanie Grisanti,\N,\N,"producer,miscellaneous"
nm0570487,Thomas McHugh,\N,\N,"actor,soundtrack"
nm0628091,Fred Newman,1952,\N,"actor,composer,music_department"
nm0680303,Chris Phillips,1958,\N,"actor,music_department,soundtrack"
nm0795723,Constance Shulman,1958,\N,"actress,soundtrack,producer"
nm0431570,Maurice Joyce,1969,\N,"animation_department,director,art_department"
nm0769095,Ken Scarborough,\N,\N,"writer,soundtrack,producer"
nm0423132,Jim Jinkins,1953,\N,"writer,producer,actor"
nm0007464,Joe Aaron,\N,\N,"writer,producer,actor"
nm0132369,David Campbell,1954,\N,"producer,writer,miscellaneous"
nm0052797,Jeffrey T. Barabe,\N,\N,"producer,miscellaneous,assistant_director"
nm0086553,Geoffrey Blake,1962,\N,"actor,producer,soundtrack"
nm0091768,Gail Boggs,1961,\N,"actress,executive"
nm0309996,Émile Gaudreault,1964,\N,"writer,director,producer"
nm0098943,Sylvie Bouchard,\N,\N,"writer,actress,miscellaneous"
nm0798788,Scott Silver,\N,\N,"writer,director,producer"
nm0750817,Buddy Ruskin,\N,\N,"writer,miscellaneous,producer"
nm0443181,Stephen Kay,1963,\N,"director,producer,actor"
nm0462867,Neil Koenigsberg,1942,\N,"producer,miscellaneous,production_manager"
nm0096772,Bobby Boriello,\N,\N,actor
nm0336861,Pamela Gray,\N,\N,writer
nm1530021,Jay Cohen,\N,\N,"producer,talent_agent,executive"
nm0332069,Lee Gottsegen,\N,\N,"producer,miscellaneous"
nm0821205,Zach Staenberg,1954,\N,"editor,editorial_department,producer"
nm0005251,Carrie-Anne Moss,1967,\N,"actress,producer"
nm0005132,Heath Ledger,1979,2008,"actor,director,soundtrack"
nm0005466,Julia Stiles,1981,\N,"actress,producer,director"
nm0432627,Gil Junger,\N,\N,"producer,director,miscellaneous"
nm0527581,Karen McCullah,\N,\N,"writer,producer,miscellaneous"
nm0809006,Kirsten Smith,1970,\N,"writer,producer,miscellaneous"
nm0813691,Miguel Ángel Solá,1950,\N,actor
nm0621507,Cecilia Narova,\N,\N,"actress,soundtrack"
nm0535502,Mía Maestro,\N,\N,"actress,soundtrack,producer"
nm0178690,Juan Carlos Copes,1931,2021,"actor,miscellaneous,soundtrack"
nm0767022,Carlos Saura,1932,2023,"writer,director,producer"
nm0168437,Juan Carlos Codazzi,\N,\N,"assistant_director,producer,writer"
nm0579852,Carlos Mentasti,\N,\N,"producer,writer"
nm0768771,Luis A. Scalella,\N,\N,"producer,writer,director"
nm0862961,Yann Tiersen,1970,\N,"composer,writer,soundtrack"
nm0753696,Natacha Régnier,1972,\N,"actress,soundtrack"
nm0580174,Patrick Mercado,\N,\N,"camera_department,actor"
nm0957794,Erick Zonca,1956,\N,"writer,director,assistant_director"
nm0092006,Roger Bohbot,\N,\N,"writer,actor"
nm0906174,Virginie Wagon,1965,\N,"director,writer,miscellaneous"
nm0159262,Pierre Chosson,1959,\N,"writer,director,miscellaneous"
nm0549907,François Marquis,\N,\N,"producer,assistant_director"
nm0588416,Greg Miller,\N,\N,"editor,editorial_department"
nm0743605,Lee Ross,1971,\N,"actor,soundtrack"
nm0767697,Philip Saville,1930,2016,"director,actor,producer"
nm0055658,Julian Barnes,1946,\N,writer
nm0070427,Andrew Bendel,\N,\N,"producer,miscellaneous"
nm0857458,Jeremy Theobald,\N,\N,"actor,producer"
nm0369918,Alex Haw,\N,\N,actor
nm0751301,Lucy Russell,1972,\N,"actress,producer"
nm0634297,John Nolan,1938,\N,actor
nm0634240,Christopher Nolan,1970,\N,"writer,producer,director"
nm0858799,Emma Thomas,1971,\N,"producer,miscellaneous,actress"
nm0432382,David Julyan,\N,\N,"composer,music_department,soundtrack"
nm0372213,Gareth Heal,\N,\N,"editor,editorial_department,miscellaneous"
nm0117741,BT,1970,\N,"soundtrack,composer,music_department"
nm0041864,John August,1970,\N,"writer,producer,soundtrack"
nm0293513,Matt Freeman,\N,\N,"producer,miscellaneous,production_manager"
nm0509176,Mickey Liddell,\N,\N,"producer,miscellaneous,director"
nm0742296,Paul Rosenberg,\N,\N,"producer,actor"
nm0890232,Michael Vartan,1968,\N,actor
nm0788340,Molly Shannon,1964,\N,"actress,soundtrack,writer"
nm0463359,Abby Kohn,1971,\N,"writer,producer,director"
nm0799050,Marc Silverstein,1971,\N,"writer,producer,director"
nm0410516,Sandy Isaac,\N,\N,"producer,writer,miscellaneous"
nm0433339,Nancy Juvonen,1967,\N,"producer,writer,actress"
nm0474373,Val Kuklowsky,\N,\N,"sound_department,editor,producer"
nm0477108,Teddy Robin Kwan,1945,\N,"composer,actor,producer"
nm0399074,James Wong,1940,2004,"actor,soundtrack,music_department"
nm0938944,Barry Wong,1946,1992,"writer,actor,miscellaneous"
nm0156432,Tung Cho 'Joe' Cheung,\N,\N,"actor,director,writer"
nm0939415,Yik Wong,1952,2017,writer
nm0510498,Abraham Lincoln Lim,\N,\N,"editor,director,writer"
nm0710828,Anne Rapp,\N,\N,"script_department,writer,miscellaneous"
nm0834788,Ernst Etchie Stroh,1949,\N,"producer,actor,executive"
nm0017793,Iván Aledo,1951,2020,"editor,actor,editorial_department"
nm0632385,Najwa Nimri,1972,\N,"actress,soundtrack,composer"
nm0555093,Fele Martínez,1975,\N,"actor,director,writer"
nm0637181,Nancho Novo,1958,\N,"actor,soundtrack,director"
nm0883754,Maru Valdivielso,1964,\N,actress
nm0575523,Julio Medem,1958,\N,"director,writer,producer"
nm0100559,Fernando Bovaira,\N,\N,producer
nm0492038,Enrique López Lavigne,\N,\N,"producer,actor,writer"
nm0077361,Gonzalo F. Berridi,\N,\N,"cinematographer,camera_department"
nm0567462,Patrick McDarrah,\N,\N,producer
nm0670278,Ron Peer,\N,\N,"writer,producer,director"
nm0199596,Chris Daniel,\N,\N,producer
nm0044762,Obba Babatundé,1951,\N,"actor,producer,director"
nm0419889,Wyclef Jean,1969,\N,"music_artist,soundtrack,actor"
nm0500526,Barry B. Leirer,1942,\N,"editor,editorial_department"
nm0001572,Danny Nucci,1968,\N,"actor,director,soundtrack"
nm0627624,George Newbern,1964,\N,"actor,soundtrack,director"
nm0002055,Alison Eastwood,1972,\N,"actress,writer,producer"
nm0351945,George Haas,\N,\N,"writer,director,producer"
