id,original_language,overview,poster_path,revenue,budget,popularity
11570,en,"Burt Lancaster plays a pirate with a taste for intrigue and acrobatics who involves himself in the goings on of a revolution in the Caribbean in the late 1700s. A light hearted adventure involving prison breaks, an oddball scientist, sailing ships, naval fights and tons of swordplay.",/bx6WTlybfmCuutVfysGC9lms0qC.jpg,0,1850000,12.672
11571,en,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,/nWn9MRFkC1M13hVf17mT0BfYKbg.jpg,10000000,3440000,17.002
11575,en,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.",/9rL8GWuFdO3fLXcNV9rZRHskoOn.jpg,25333333,12000000,13.009
11576,en,"A group of strangers come across a man dying after a car crash who proceeds to tell them about the $350,000 he buried in California. What follows is the madcap adventures of those strangers as each attempts to claim the prize for himself.",/5S8VWhy4aE47MOTYqrFitTS5Jpw.jpg,60000000,9400000,19.194
11577,en,Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.,/vRDvPypWsjGs7spo7G5bz1cSacC.jpg,11000000,4638783,12.898
11578,fr,Energetic priest Don Camillo returns to the town of Brescello for more political and personal duels with Communist mayor Peppone.,/DPSCKSwMYsGnu2X4w7iOGI9vHQ.jpg,0,0,7.575
11583,en,"In Victorian England, a master criminal makes elaborate plans to steal a shipment of gold from a moving train.",/4LqLUNoCwoPQNmrRuDZa0zC3hT8.jpg,0,6000000,20.457
11584,en,"Based on the play 'Cyrano de Bergerac', large-nosed C.D. Bales falls for the beautiful Roxanne—while she falls for his personality but another man's looks.",/c2XSGkpAIIof6Oi8Sr6wBvwt1Lk.jpg,40050884,12000000,16.846
11586,en,"Bizarre nightmares plague Regan MacNeil four years after her possession and exorcism. Has the demon returned? And if so, can the combined faith and knowledge of a Vatican investigator and a hypnotic research specialist free her from its grasp?",/g9i3LTMYLRHvCYSKimZEfd1Vqy7.jpg,30749142,14000000,29.943
11587,en,"A police lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward.",/bl6nSPcyqz6xD2Igd2VQvz8qWo0.jpg,39024251,9300000,29.093
11589,en,A misfit group of World War II American soldiers goes AWOL to rob a bank behind German lines.,/1EDg4nmLFNYiOUoNgo6WiPrAMif.jpg,5200000,4000000,19.975
11590,en,"To build up attendance at their games, the management of a struggling minor-league hockey team signs up the Hanson Brothers, three hard-charging players whose job is to demolish the opposition.",/k5dvEA7ajd90mf3KrF6m6LnYXOv.jpg,28000000,0,14.126
11591,en,"A brain surgeon marries a femme fatale, causing his life to turn upside down. Things go more awry when he falls in love with a talking brain.",/jSnGiPE17sgicRyTPrE6UB0pnEU.jpg,0,10100000,12.972
11592,en,"She's the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who'll literally kill to keep her family happy.",/lWLLBMvMDafBXH5CRkahOtCORc8.jpg,7820688,13000000,20.89
11593,en,"Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.",/xyAXFy6mOfgZcVWbceCeuTYadeq.jpg,0,0,12.824
11595,en,"For the past four years, San Francisco cop Jack Cates has been after an unidentified drug kingpin who calls himself the Ice Man. Jack finds a picture that proves that the Ice Man has put a price on the head of Reggie Hammond, who is scheduled to be released from prison on the next day.",/3oSAuZP0346zcIo6awKzHyGUS44.jpg,153518974,38000000,12.868
11596,en,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,/eN3UZUYapJ2CJCD9dN0LUZLouKa.jpg,57000000,8000000,25.054
11597,en,"Leslie Zevo is a fun-loving inventor who must save his late father's toy factory from his evil uncle, Leland, a war-mongering general who rules the operation with an iron fist and builds weapons disguised as toys.",/l0YBVvOvOxoOkggTZ70tNGvGQo4.jpg,23278931,50000000,14.121
11598,en,"A series of loosely connected skits that spoof news programs, commercials, porno films, kung-fu films, disaster films, blaxploitation films, spy films, mafia films, and the fear that somebody is watching you on the other side of the TV.",/qk0iXBQgP6b4xfS2bIUNBSENJAn.jpg,0,600000,10.458
11601,en,"After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.",/9CyJ5aYF27cITX1WSUTENeP4wBE.jpg,21133087,12000000,15.653
11602,sv,"Karin hopes to recover from her recent stay at a mental hospital by spending the summer at her family's cottage on a tiny island. Her husband, Martin, cares for her but is frustrated by her physical withdrawal. Her younger brother, Minus, is confused by Karin's vulnerability and his own budding sexuality. Their father, David, cannot overcome his haughty remoteness. Beset by visions, Karin descends further into madness.",/rYD30Fm4vAcBqk1kTsxHw1s8P29.jpg,0,0,7.557
11606,th,An obsessive-compulsive Japanese librarian living in Bangkok spends most of his days contemplating suicide in his apartment. His life changes when he witnesses the death of a young girl and becomes acquainted with her elder sister.,/pN6e9bMNfFNsIJZqb924KKu8lq4.jpg,0,0,6.781
11610,en,"A neurotic film critic obsessed with the movie Casablanca (1942) attempts to get over his wife leaving him by dating again with the help of a married couple and his illusory idol, Humphrey Bogart.",/gpSGxqyoeKy34BOlv5GedREd3My.jpg,0,0,11.815
11615,en,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,/7tcAvE82JyxIi79cwQV5br90KVz.jpg,38955598,50000000,17.026
11617,en,"Lt. Col. Kirby Yorke is posted on the Texas frontier to defend settlers against depredations of marauding Apaches. Col. Yorke is under considerable stress by a serious shortage of troops of his command. Tension is added when Yorke's son (whom he hasn't seen in fifteen years), Trooper Jeff Yorke, is one of 18 recruits sent to the regiment.",/zYoK2RkBCmyhIV6UUb6EZLqxmZq.jpg,0,0,11.587
11618,en,Dr. David Marrow invites three distinct individuals to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself — and they soon see the true nature of its horror.,/ihCDU8FulNvHQFqs01cEc7CE3zq.jpg,177311151,80000000,17.476
11619,en,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",/78czzq4yOr3yN2znedu0kWyv2Um.jpg,178120010,149000000,39.742
11620,en,"After fierce Roman commander Marcus Vinicius becomes infatuated with beautiful Christian hostage Lygia, he begins to question the tyrannical leadership of the despotic emperor Nero.",/205q2KznSETw5MeUHupvusQGXDC.jpg,21037000,7623000,14.062
11621,ja,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",/8mIvSvnVBApfORL9N6S38Q7wD6A.jpg,0,0,22.171
11622,en,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",/qVN4bbVX2tzaNbAdEJT5eOPq26c.jpg,40263020,35000000,19.058
11624,en,"A collection of seven vignettes, which each address a question concerning human sexuality. From aphrodisiacs to sexual perversion to the mystery of the male orgasm, characters like a court jester, a doctor, a queen and a journalist adventure through lab experiments and game shows, all seeking answers to common questions that many would never ask.",/A1ZNhNd8FV8kCW39OeDelokT0tv.jpg,18016290,2000000,21.818
11630,en,"Sylvia's work increasingly takes her away from the three men who help bring up Mary, her daughter. When she decides to move to England and take Mary with her, the three men are heartbroken at losing the two most important females in their lives.",/4VWWEnhX0zddRKwZWGtIdDcV5U7.jpg,0,0,10.866
11631,en,"An independent, single mother who owns a small hotel on a Greek island is about to marry off the spirited young daughter she's raised alone. But, the daughter has secretly invited three of her mother's ex-lovers in the hopes of finding her biological father.",/zdUA4FNHbXPadzVOJiU0Rgn6cHR.jpg,609841637,52000000,25.811
11632,en,"Beautiful, funny, passionate, and calculating, Becky is the orphaned daughter of a starving English artist and a French chorus girl. She yearns for a more glamorous life than her birthright promises and resolves to conquer English society by any means possible. A mere ascension into the heights of society is simply not enough. So Becky finds a patron in the powerful Marquess of Steyne whose whims enable Becky to realise her dreams. But is the ultimate cost too high for her?",/6GCjrrd1XIl8VSwjKo8c94LTwtd.jpg,16123851,23000000,11.029
11633,ja,"In a utopian society created at the end of the third world war, a female warrior who has been plucked from the badlands begins to see cracks in this new facade. And what does this community have planned for the rest of humankind?",/mtSmeCDTexb0uWhVedouJ4SeD6c.jpg,1461989,10000000,10.401
11634,sv,"Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin.",/rkzz3kduJUkfLDIlhyZ8yPVsfHF.jpg,0,0,12.812
11635,en,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,/nYtuwNHpEoIbTgS3aFPSEwZNN6l.jpg,87135520,24000000,21.691
11636,cn,"Sent into a drunken tailspin when his entire unit is killed by a gang of thrill-seeking punks, disgraced Hong Kong police inspector Wing needs help from his new rookie partner, with a troubled past of his own, to climb out of the bottle and track down the gang and its ruthless leader.",/ece4Ivxpt6GKVQaed9xQjKrUwun.jpg,8712057,0,24.299
